Date,FDIC certificate number,Primary ABA routing number,Financial institution name,Address,City,State,Zip Code,Rank by $ Deposits,Deposits $,Accounts #,Average deposit $,Unrealized gain-loss $,Unrealized gain-loss % of tier 1 capital,URL,URLs to accept or solicit deposits,Teller,Plaid
6/30/2023,17145,104908383,HERITAGE BANK,110 EAST 9TH STREET ,WOOD RIVER,NE,68883,1538,"$501,914,000",22346,"$22,461","-$10,733,000",-10.52%,www.bankonheritage.com,,Unknown,Supported
6/30/2023,11667,71110000,VERMILION VALLEY BANK,4 EAST PEORIA ,PIPER CITY,IL,60959,3283,"$140,729,000",5693,"$24,720","-$4,682,000",-17.15%,www.vermilionvalleybank.com,,Unknown,Supported
6/30/2023,27806,244171245,FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER,111 EAST MAIN STREET ,LANCASTER,OH,43130,2508,"$246,507,000",12122,"$20,336","-$1,025,000",-3.05%,www.fairfieldfederal.com,,Unknown,#N/A
6/30/2023,16620,43404443,"UNION BANK, INC.",103 DODD STREET ,MIDDLEBOURNE,WV,26149,2061,"$334,679,000",11958,"$27,988","-$19,303,000",-56.70%,hometownbanc.com,,Unknown,#N/A
6/30/2023,358,92902488,STOCKMENS BANK,117 CENTRAL AVE. ,CASCADE,MT,59421,4416,"$39,824,000",1611,"$24,720","-$594,000",-12.39%,www.stockmens.net,,Unknown,Supported
6/30/2023,5722,71110369,PHILO EXCHANGE BANK,102 WEST WASHINGTON STREET ,PHILO,IL,61864,3548,"$116,795,000",4524,"$25,817","-$4,126,000",-31.51%,www.philobank.com,,Unknown,Supported
6/30/2023,14491,51404752,"BANK OF CHARLOTTE COUNTY, THE",101 BERKLEY STREET ,PHENIX,VA,23959,3175,"$154,631,000",6063,"$25,504","-$4,227,000",-17.08%,www.bankofcharlotte.com,,Unknown,#N/A
6/30/2023,8390,91303855,LINCOLN STATE BANK,302 MAIN AVENUE SOUTH ,HANKINSON,ND,580410250,3745,"$98,622,000",3945,"$24,999","-$5,985,000",-55.31%,www.lsbhank.com,,Unknown,#N/A
6/30/2023,12614,111102758,ORIGIN BANK,3921 ELM STREET ,CHOUDRANT,LA,71227,155,"$8,560,548,000",125594,"$68,160","-$194,968,000",-19.09%,www.origin.bank,,Unknown,#N/A
6/30/2023,3934,91301585,ASPIRE BANK,5195 45TH STREET SOUTH ,FARGO,ND,58104,4225,"$55,574,000",1134,"$49,007","-$1,000",-0.02%,www.aspirebanks.com,,Unknown,#N/A
6/30/2023,14705,73904638,DE WITT BANK & TRUST CO.,815 6TH AVENUE ,DE WITT,IA,527420260,2784,"$204,891,000",8524,"$24,037","-$6,798,000",-30.87%,WWW.DEWITTBANK.COM,,Unknown,#N/A
6/30/2023,13255,104102192,MIDWEST BANK,114 WEST MAIN ,PIERCE,NE,687670619,942,"$887,873,000",28228,"$31,454","-$25,090,000",-25.07%,www.midwestbank.com,,Missing,Supported
6/30/2023,2779,62104520,FIRST NATIONAL BANK AND TRUST,111 SOUTH MAIN STREET ,ATMORE,AL,36502,2838,"$197,311,000",7030,"$28,067","-$13,497,000",-51.89%,www.fnbandt.com,,Unknown,#N/A
6/30/2023,23275,121138288,PLUMAS BANK,35 SOUTH LINDAN AVENUE ,QUINCY,CA,95971,663,"$1,398,497,000",39904,"$35,047","-$54,474,000",-32.60%,http://www.plumasbank.com,,Unknown,Supported
6/30/2023,26732,122041358,DEUTSCHE BANK NATIONAL TRUST COMPANY,2000 AVENUE OF THE STARS ,LOS ANGELES,CA,90067,4646,$0,0,,"-$3,100,000",-1.24%,http://www.db.com,,Unknown,#N/A
6/30/2023,20657,92901298,FIRST SECURITY BANK OF DEER LODGE,311 MILWAUKEE ,DEER LODGE,MT,59722,4015,"$74,207,000",2558,"$29,010",,,www.1stsecuritydl.com,,Unknown,#N/A
6/30/2023,16900,71122056,PRINCEVILLE STATE BANK,142 EAST MAIN STREET ,PRINCEVILLE,IL,61559,3819,"$91,593,000",4166,"$21,986","-$4,868,000",-45.58%,www.p-s-b.com,,Unknown,Supported
6/30/2023,27824,211472977,SALEM CO-OPERATIVE BANK,3 SOUTH BROADWAY ,SALEM,NH,3079,1882,"$380,481,000",12750,"$29,842","-$8,001,000",-11.21%,www.salemcoop.com,,Unknown,#N/A
6/30/2023,15784,101102373,STOCK EXCHANGE BANK,103 SOUTH MAIN ,CALDWELL,KS,67022,4091,"$67,677,000",2322,"$29,146","-$1,247,000",-19.16%,www.stockxbank.com,,Unknown,#N/A
6/30/2023,8101,73902313,PRIMEBANK,37 1ST AVENUE NORTHWEST ,LE MARS,IA,51031,1342,"$582,271,000",15675,"$37,146","-$5,842,000",-8.64%,http://www.primebank.com,,Unknown,Supported
6/30/2023,19333,71001180,REPUBLIC BANK OF CHICAGO,2221 CAMDEN COURT ,OAK BROOK,IL,60523,450,"$2,145,598,000",36257,"$59,177","-$45,217,000",-14.37%,WWW.REPUBLICEBANK.COM,,Unknown,#N/A
6/30/2023,26610,122041235,BANK OF HOPE,"3200 WILSHIRE BOULEVARD, SUITE 1400 ",LOS ANGELES,CA,90010,97,"$15,733,445,000",150902,"$104,263","-$331,564,000",-17.40%,http://www.bankofhope.com,,Unknown,#N/A
6/30/2023,1060,101901833,WOOD & HUSTON BANK,27 EAST NORTH STREET ,MARSHALL,MO,65340,838,"$1,034,854,000",39349,"$26,299","-$20,037,000",-18.09%,www.woodhuston.com,woodhuston-web.oflows.net/oao/prodstart,Unknown,Supported
6/30/2023,3601,71107563,"ATLANTA NATIONAL BANK, THE",105 SOUTHWEST CHURCH STREET ,ATLANTA,IL,61723,4158,"$61,105,000",3078,"$19,852","-$3,046,000",-33.68%,www.theatlantanationalbank.com/,,Unknown,#N/A
6/30/2023,10382,75901037,FARMERS & MERCHANTS BANK & TRUST,1644 LUDINGTON STREET ,MARINETTE,WI,54143,3313,"$138,242,000",8062,"$17,147","-$8,118,000",-43.71%,http://www.fmmarinette.com,,Unknown,#N/A
6/30/2023,54,62204129,"EXCHANGE BANK OF ALABAMA, THE",7170 6TH AVENUE ,ALTOONA,AL,35952,2098,"$327,256,000",10904,"$30,012","-$18,172,000",-35.93%,WWW.EXBA.COM,,Unknown,#N/A
6/30/2023,28155,211470238,PROFILE BANK,45 WAKEFIELD STREET BOX 1808,ROCHESTER,NH,3867,2410,"$264,006,000",10785,"$24,479","-$15,393,000",-54.38%,www.profilebank.com,www.profilebizonline.blik.com,Unknown,Supported
6/30/2023,10492,73907541,FARMERS & MERCHANTS SAVINGS BANK,2235 MORMON TREK BOULEVARD ,IOWA CITY,IA,52246,4036,"$72,640,000",3008,"$24,149","-$1,641,000",-13.52%,www.fmbankonline.com,,Unknown,#N/A
6/30/2023,5633,82901538,FIRST SECURITY BANK,314 NORTH SPRING STREET ,SEARCY,AR,72143,199,"$6,166,286,000",199971,"$30,836","-$307,531,000",-22.84%,www.fsbank.com,www.bankbetterarkansas.com,Unknown,Supported
6/30/2023,27841,242170086,CITIZENS FEDERAL SAVINGS AND LOAN ASSOCIATION OF COVINGTON,433 MADISON AVENUE ,COVINGTON,KY,41011,4526,"$25,124,000",1140,"$22,039","-$731,000",-6.33%,WWW.CITIZENS-FEDERAL.COM,,Unknown,#N/A
6/30/2023,17671,101015046,BANK OF PRAIRIE VILLAGE,3515 WEST 75TH STREET ,PRAIRIE VILLAGE,KS,66208,3581,"$114,432,000",2837,"$40,336","-$590,000",-4.19%,https://www.bankofprairievillage.com,,Unknown,Supported
6/30/2023,90211,211370370,HINGHAM INSTITUTION FOR SAVINGS,55 MAIN STREET ,HINGHAM,MA,2043,402,"$2,431,415,000",37470,"$64,890","-$572,000",-0.14%,www.hinghamsavings.com,,Unknown,#N/A
6/30/2023,9526,75905994,"PINERIES BANK, THE",3601 MAIN STREET ,STEVENS POINT,WI,54481,3523,"$119,315,000",4387,"$27,197","-$949,000",-7.25%,http://www.pineries.com,,Unknown,#N/A
6/30/2023,253,73914356,LUANA SAVINGS BANK,100 HARVEST DRIVE ,LUANA,IA,52156,525,"$1,786,995,000",20710,"$86,287","-$32,286,000",-15.61%,http://www.luanasavingsbank.com,,Unknown,Supported
6/30/2023,14649,104905742,COMMUNITY BANK,601 IOWA AVENUE ,DUNLAP,IA,51529,3633,"$109,872,000",5307,"$20,703","-$2,912,000",-21.55%,www.communitybankiowa.com,,Unknown,Supported
6/30/2023,24272,113012163,"CHASEWOOD BANK, THE",20333 STATE HIGHWAY 249 ,HOUSTON,TX,770702613,3865,"$87,493,000",1705,"$51,316","-$737,000",-6.56%,https://www.chasewoodbank.com,,Unknown,#N/A
6/30/2023,31936,313173792,"FAYETTE SAVINGS BANK, SSB",111 E TRAVIS ,LA GRANGE,TX,789452614,1918,"$370,353,000",7730,"$47,911","-$6,840,000",-18.34%,http://www.fayettesavings.com,,Unknown,#N/A
6/30/2023,12661,75907581,GREENLEAF BANK,1608 DAY STREET ,GREENLEAF,WI,54126,3599,"$112,229,000",4354,"$25,776","-$5,310,000",-44.09%,http://www.greenleaf.bank,,Unknown,#N/A
6/30/2023,10120,73917748,AMERICAN TRUST & SAVINGS BANK,309 MCKINLEY AVENUE ,LOWDEN,IA,52255,4500,"$29,278,000",957,"$30,594","-$3,174,000",-54.69%,www.atsb-lowden.com,,Unknown,#N/A
6/30/2023,2057,91310916,STATE BANK & TRUST OF KENMARE,4 NW SECOND STREET ,KENMARE,ND,58746,3258,"$144,287,000",3708,"$38,912","-$7,318,000",-47.43%,www.sbtk.com,,Unknown,#N/A
6/30/2023,24443,111103168,PROGRESSIVE NATIONAL BANK,300 WASHINGTON AVE ,MANSFIELD,LA,71052,3677,"$104,781,000",2989,"$35,056","-$426,000",-3.44%,WWW.PROGRESSIVENATIONAL.COM,,Unknown,Supported
6/30/2023,5623,82906546,SMACKOVER STATE BANK,708 NORTH BROADWAY ,SMACKOVER,AR,71762,2922,"$186,384,000",9223,"$20,209","-$10,127,000",-39.16%,http://www.smackoverbank.com,,Unknown,Supported
6/30/2023,19396,91310495,UNISON BANK,401 1ST. AVE. S. ,JAMESTOWN,ND,58401,1654,"$461,566,000",11696,"$39,464","-$27,883,000",-57.06%,www.unisonbank.com,,Unknown,#N/A
6/30/2023,27861,231373179,MALVERN BANK NA,34 E. LANCASTER AVENUE ,PAOLI,PA,19301,1186,"$678,342,000",31018,"$21,869","-$17,274,000",-10.10%,www.mymalvernbank.com,,Unknown,#N/A
6/30/2023,31945,21300912,TRUSTCO BANK,5 SARNOWSKI DRIVE ,GLENVILLE,NY,12302,227,"$5,260,560,000",345132,"$15,242","-$42,101,000",-6.70%,www.trustcobank.com,,Unknown,Supported
6/30/2023,4638,101105257,FIRST NATIONAL BANK IN CIMARRON,121 NORTH MAIN STREET ,CIMARRON,KS,67835,3491,"$121,862,000",4244,"$28,714","-$8,222,000",-70.94%,http://www.fnbcimarron.com,,Unknown,#N/A
6/30/2023,5821,73914411,FIRST STATE BANK,413 EAST STREET ,LYNNVILLE,IA,50153,2448,"$257,097,000",10686,"$24,059","-$5,759,000",-17.70%,www.fsbankia.com,,Missing,Supported
6/30/2023,16216,82907477,"FARMERS & MERCHANTS BANK, THE",708 SOUTH MAIN STREET ,STUTTGART,AR,72160,654,"$1,420,778,000",67748,"$20,972","-$53,938,000",-31.73%,www.mebanking.com,,Unknown,#N/A
6/30/2023,21728,91310602,FARMERS AND MERCHANTS STATE BANK,816 THIRD STREET ,LANGDON,ND,58249,3609,"$111,540,000",2480,"$44,976","-$3,469,000",-17.44%,http://www.fmbanklangdon.com,,Unknown,#N/A
6/30/2023,29933,274971101,UNION SAVINGS AND LOAN ASSOCIATION,730 NORTH CENTRAL AVENUE ,CONNERSVILLE,IN,47331,2773,"$206,248,000",12562,"$16,418","-$1,662,000",-7.98%,http://www.uslabank.com,,Unknown,#N/A
6/30/2023,18942,113101524,"BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS, THE",100 HIGHWAY 150 ,COLDSPRING,TX,77331,4377,"$42,587,000",1982,"$21,487","-$1,639,000",-25.67%,www.banksjc.com,,Unknown,#N/A
6/30/2023,30154,243374124,SEWICKLEY SAVINGS BANK,531 BROAD STREET ,SEWICKLEY,PA,15143,2726,"$213,410,000",7358,"$29,004","-$33,721,000",-35.58%,www.sewickleysavingsbank.com,,Unknown,#N/A
6/30/2023,16477,91301064,STATE BANK OF LAKOTA,125 MAIN ST ,LAKOTA,ND,58344,4201,"$57,430,000",2110,"$27,218","-$1,875,000",-31.62%,www.statebankoflakota.com,,Unknown,#N/A
6/30/2023,9320,111102075,MARION STATE BANK,345 MAIN STREET ,MARION,LA,71260,2836,"$197,479,000",9576,"$20,622","-$4,334,000",-17.15%,www.marionstate.bank,,Unknown,Supported
6/30/2023,5830,101101976,CITIZENS STATE BANK AND TRUST COMPANY,610 OREGON ,HIAWATHA,KS,66434,3870,"$87,102,000",3685,"$23,637","-$2,514,000",-15.41%,http://www.csbkansas.com,,Unknown,Supported
6/30/2023,1550,73905608,CENTRAL STATE BANK,102 NORTH MAIN ,ELKADER,IA,52043,1934,"$365,945,000",11165,"$32,776","-$8,044,000",-20.20%,www.centralstate.bank,,Unknown,#N/A
6/30/2023,15259,101103754,ELK STATE BANK,328 WASHINGTON ,CLYDE,KS,66938,3792,"$94,546,000",3405,"$27,767","-$4,444,000",-40.98%,www.elkstatebank.com,,Unknown,Supported
6/30/2023,10249,91310783,UNITED COMMUNITY BANK OF NORTH DAKOTA,105 CENTRAL AVENUE SOUTH ,LEEDS,ND,58346,2114,"$324,686,000",8433,"$38,502","-$5,521,000",-15.91%,www.ucbnd.bank,,Unknown,#N/A
6/30/2023,8033,61010220,CITIZENS TRUST BANK,"965 MLK JR. DRIVE, NW ",ATLANTA,GA,30314,1240,"$649,254,000",22744,"$28,546","-$16,356,000",-20.96%,http://www.ctbconnect.com,,Unknown,#N/A
6/30/2023,1978,92905142,"YELLOWSTONE BANK, THE",12 1ST AVE. ,LAUREL,MT,59044,899,"$946,265,000",29332,"$32,261","-$13,081,000",-8.25%,yellowstonebank.com,,Unknown,#N/A
6/30/2023,15126,75907808,FARMERS STATE BANK-HILLSBORO,726 WATER AVENUE ,HILLSBORO,WI,54634,3035,"$171,876,000",11316,"$15,189","-$6,084,000",-16.13%,fsbhillsboro.com,,Unknown,#N/A
6/30/2023,6540,41209080,"FARMERS NATIONAL BANK OF CANFIELD, THE",20 SOUTH BROAD STREET ,CANFIELD,OH,44406,265,"$4,325,498,000",153709,"$28,141","-$244,179,000",-62.36%,http://www.farmersbankgroup.com,,Unknown,#N/A
6/30/2023,18508,73922377,FIRST SECURITY STATE BANK,3600 LAFAYETTE ROAD ,EVANSDALE,IA,50707,3896,"$84,370,000",1913,"$44,104","-$1,845,000",-14.87%,www.fssbonline.com,,Unknown,Supported
6/30/2023,6198,75905554,HIGHLAND STATE BANK,541 MAIN STREET ,HIGHLAND,WI,53543,4432,"$37,529,000",1923,"$19,516","-$1,354,000",-29.31%,http://www.highlandstatebank.net,,Unknown,#N/A
6/30/2023,14073,72402694,COUNTY NATIONAL BANK,ONE SOUTH HOWELL STREET ,HILLSDALE,MI,49242,816,"$1,069,226,000",42026,"$25,442","-$9,523,000",-9.92%,www.cnbb.bank,,Unknown,#N/A
6/30/2023,5510,114000093,FROST BANK,111 WEST HOUSTON STREET ,SAN ANTONIO,TX,782051457,43,"$41,754,058,000",864206,"$48,315","-$1,759,033,000",-44.27%,http://www.frostbank.com,http://www.frostmobile.com,Unknown,Supported
6/30/2023,8083,73913195,FAIRFAX STATE SAVINGS BANK,409 VANDERBILT STREET ,FAIRFAX,IA,52228,2759,"$208,558,000",7003,"$29,781","-$14,152,000",-59.47%,www.thebankhere.com,www.thebankhaus.com,Unknown,#N/A
6/30/2023,17903,73922351,MAQUOKETA STATE BANK,203 NORTH MAIN STREET ,MAQUOKETA,IA,52060,2201,"$304,362,000",12348,"$24,649","-$17,689,000",-27.25%,WWW.MAQUOKETASB.BANK,,Unknown,Supported
6/30/2023,267,42101572,KENTUCKY FARMERS BANK CORPORATION,6313 US ROUTE 60 ,ASHLAND,KY,41102,2572,"$238,079,000",12789,"$18,616","-$6,388,000",-13.34%,http://www.kentuckyfarmersbank.com,,Unknown,#N/A
6/30/2023,1373,111102114,BOM BANK,814 WASHINGTON STREET ,NATCHITOCHES,LA,71457,1039,"$800,233,000",29794,"$26,859","-$3,910,000",-3.74%,www.bofm.com,,Unknown,#N/A
6/30/2023,6638,44106397,"CITIZENS NATIONAL BANK OF MCCONNELSVILLE, THE",100 EAST MAIN STREET ,MCCONNELSVILLE,OH,43756,3825,"$91,369,000",4532,"$20,161","-$2,967,000",-25.85%,www.cnbmoco.com,,Unknown,#N/A
6/30/2023,20666,71923857,NORTHWEST BANK OF ROCKFORD,3106 NORTH ROCKTON AVENUE ,ROCKFORD,IL,61103,2080,"$331,706,000",11501,"$28,841","-$10,590,000",-27.98%,http://www.nwbrockford.com,,Unknown,#N/A
6/30/2023,30182,292070806,OPPORTUNITY BANK OF MONTANA,1400 PROSPECT AVENUE ,HELENA,MT,59601,592,"$1,592,359,000",65140,"$24,445","-$32,159,000",-16.53%,www.opportunitybank.com,,Unknown,#N/A
6/30/2023,27932,291271240,RIVERWOOD BANK,14540 DELLWOOD DRIVE ,BAXTER,MN,56425,1470,"$530,442,000",24044,"$22,061","-$13,655,000",-26.54%,www.riverwoodbank.com,,Unknown,Supported
6/30/2023,1616,101917623,EXCHANGE BANK OF MISSOURI,101 SOUTH CHURCH STREET ,FAYETTE,MO,65248,2223,"$298,617,000",11473,"$26,028","-$4,692,000",-14.52%,www.ebmo.com,,Unknown,#N/A
6/30/2023,28983,291571267,LADYSMITH FEDERAL SAVINGS & LOAN ASSOCIATION,119 W. FOURTH ST. N. ,LADYSMITH,WI,54848,4078,"$68,405,000",5455,"$12,540","-$2,341,000",-32.33%,www.ladysmithfederal.com,www.facebook.com/ladyfed,Unknown,#N/A
6/30/2023,11013,92902271,"FIRST STATE BANK OF SHELBY, THE",320 MAIN STREET ,SHELBY,MT,59474,3456,"$125,199,000",3877,"$32,293","-$19,673,000",-60.41%,www.fsbshelby.com,,Unknown,#N/A
6/30/2023,19953,21205376,LAKELAND BANK,2717 STATE RT 23 ,NEWFOUNDLAND,NJ,7435,149,"$8,796,847,000",171217,"$51,378","-$254,282,000",-23.93%,www.lakelandbank.com,,Unknown,#N/A
6/30/2023,21529,111102208,BANK OF OAK RIDGE,105 N. OAK ,OAK RIDGE,LA,71264,4010,"$74,834,000",1259,"$59,439","-$315,000",-2.51%,http://www.bankofoakridge.bank,,Unknown,#N/A
6/30/2023,10446,71112260,"FREDERICK COMMUNITY BANK, THE",106 NORTH MARKET STREET ,PAXTON,IL,60957,3049,"$170,774,000",5902,"$28,935","-$2,427,000",-13.81%,www.tfcbanks.com,,Unknown,#N/A
6/30/2023,19123,91310440,FIRST WESTERN BANK AND TRUST,900 SOUTH BROADWAY ,MINOT,ND,58701,531,"$1,758,993,000",43770,"$40,187","-$27,057,000",-14.20%,www.firstwestern.bank,,Unknown,#N/A
6/30/2023,13718,124303191,"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION",2389 WASHINGTON BOULEVARD ,OGDEN,UT,84401,4646,$0,0,,,,www.wellsfargo.com,www.wellsfargoadvisors.com,Unknown,#N/A
6/30/2023,22551,111923937,FIRST TEXAS BANK,3514 SOUTH W S YOUNG DRIVE ,KILLEEN,TX,76542,1986,"$353,439,000",11104,"$31,830","-$14,961,000",-35.82%,http://www.firsttexasbank.bank,,Unknown,#N/A
6/30/2023,8632,91308795,"CITIZENS STATE BANK AT MOHALL, THE",102 WEST MAIN STREET ,MOHALL,ND,58761,4145,"$62,280,000",2247,"$27,717","-$1,049,000",-12.36%,www.csbmsl.com,,Unknown,#N/A
6/30/2023,14701,81517965,BANK OF NEW MADRID,229 MAIN STREET ,NEW MADRID,MO,63869,3718,"$101,347,000",4297,"$23,586","-$1,383,000",-10.79%,www.bankofnewmadrid.com,,Unknown,Supported
6/30/2023,23992,211870980,COUNTRY BANK FOR SAVINGS,155 WEST STREET ,WARE,MA,1082,686,"$1,330,302,000",106066,"$12,542","-$42,504,000",-14.34%,www.countrybank.com,,Unknown,Supported
6/30/2023,16659,91000132,NORTHEAST BANK,77 BROADWAY ST. N.E. ,MINNEAPOLIS,MN,55413,1237,"$649,408,000",10348,"$62,757","-$23,802,000",-33.35%,northeastbank-mn.com,nebankmn.com,Unknown,Supported
6/30/2023,22242,91001319,UNION BANK AND TRUST COMPANY,312 CENTRAL AVE. ,MINNEAPOLIS,MN,55414,3207,"$151,045,000",1275,"$118,467","-$3,935,000",-22.59%,WWW.UBTMN.COM,,Unknown,#N/A
6/30/2023,107,82901648,"MERCHANTS & PLANTERS BANK, THE",297 MADISON ,CLARENDON,AR,72029,4351,"$44,747,000",1439,"$31,096","-$3,799,000",-67.97%,,,Unknown,#N/A
6/30/2023,19188,91014458,FIRST MINNETONKA CITY BANK,14550 EXCELSIOR BLVD. ,MINNETONKA,MN,55345,2606,"$233,027,000",8673,"$26,868","-$11,627,000",-43.22%,http://www.fmcbank.com,,Unknown,Supported
6/30/2023,11682,81219108,ANNA STATE BANK,100 EAST VIENNA STREET ,ANNA,IL,62906,3810,"$92,652,000",5925,"$15,637","-$4,885,000",-34.50%,https://www.annastate.com,,Unknown,#N/A
6/30/2023,8889,81019447,MIDWEST REGIONAL BANK,135 NORTH MERAMEC AVENUE ,CLAYTON,MO,63105,989,"$850,362,000",12683,"$67,047","-$5,515,000",-5.71%,www.mwregionalbank.com,,Unknown,#N/A
6/30/2023,11002,101204792,ST. CLAIR COUNTY STATE BANK,680 SECOND STREET ,OSCEOLA,MO,64776,3097,"$164,853,000",6540,"$25,207","-$821,000",-3.32%,https://www.sccsbank.com,,Unknown,#N/A
6/30/2023,23741,11060181,WELLINGTON TRUST COMPANY NATIONAL ASSOCIATION,75 STATE ST ,BOSTON,MA,2109,4646,$0,0,,,,http://www.wellington.com,,Unknown,#N/A
6/30/2023,15703,83902060,TOWN & COUNTRY BANK AND TRUST COMPANY,201 NORTH THIRD STREET ,BARDSTOWN,KY,40004,1975,"$355,214,000",18074,"$19,653","-$12,137,000",-25.88%,http://www.mytcbt.bank,,Unknown,#N/A
6/30/2023,29005,244170327,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTERBURG,5 EAST MAIN ST ,CENTERBURG,OH,43011,4568,"$19,362,000",950,"$20,381","-$741,000",-14.52%,,,Unknown,#N/A
6/30/2023,34589,51403164,ATLANTIC UNION BANK,"1051 EAST CARY STREET, SUITE 1200 ",RICHMOND,VA,23219,94,"$16,491,714,000",506231,"$32,577","-$491,918,000",-22.40%,www.atlanticunionbank.com,,Unknown,#N/A
6/30/2023,4382,74900356,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",ONE FIRST FINANCIAL PLAZA ,TERRE HAUTE,IN,47807,275,"$4,137,922,000",177750,"$23,279","-$170,145,000",-34.62%,www.first-online.bank,,Unknown,#N/A
6/30/2023,11519,91310673,SECURITY FIRST BANK OF NORTH DAKOTA,700 ASH AVE. ,NEW SALEM,ND,58563,2806,"$201,827,000",7777,"$25,952","-$1,782,000",-5.60%,www.securityfirstbank.bank,,Unknown,#N/A
6/30/2023,15930,73921938,MAXWELL STATE BANK,122 MAIN STREET ,MAXWELL,IA,50161,4530,"$24,548,000",968,"$25,360","-$1,142,000",-44.35%,www.maxwellstatebank.com,,Unknown,#N/A
6/30/2023,6156,125103882,FARMERS STATE BANK,159 RIVERSIDE AVENUE ,WINTHROP,WA,98862,4270,"$51,752,000",2159,"$23,970","-$2,242,000",-46.80%,http://farmersstatebankwa.com,,Unknown,Supported
6/30/2023,5015,72404883,CENTURY BANK AND TRUST,100 WEST CHICAGO STREET ,COLDWATER,MI,49036,1788,"$410,530,000",22626,"$18,144","-$10,048,000",-19.13%,www.centurybankandtrust.com,,Unknown,#N/A
6/30/2023,32541,226071004,"FLAGSTAR BANK, NATIONAL ASSOCIATION",102 DUFFY AVENUE ,HICKSVILLE,NY,11801,30,"$90,285,943,000",1366276,"$66,082","-$914,063,000",-9.53%,www.mynycb.com,www.DCBK.org,Unknown,#N/A
6/30/2023,977,72404977,TRI-COUNTY BANK,4190 MAIN STREET ,BROWN CITY,MI,48416,1694,"$445,609,000",21323,"$20,898","-$17,612,000",-28.25%,http://www.tri-countybank.com,,Unknown,Supported
6/30/2023,10883,81211795,BANK OF BLUFFS,115 NORTH BLUFFS STREET ,BLUFFS,IL,62621,4245,"$53,570,000",2551,"$21,000","-$911,000",-10.81%,www.bankofbluffs.com,,Unknown,Supported
6/30/2023,11355,83904314,BEDFORD LOAN & DEPOSIT BANK,45 HIGHWAY 42 EAST ,BEDFORD,KY,40006,3751,"$97,764,000",5220,"$18,729","-$4,014,000",-24.82%,www.bedfordbank.com,,Unknown,Supported
6/30/2023,26704,322284928,BALBOA THRIFT AND LOAN ASSOCIATION,865 AMENA COURT ,CHULA VISTA,CA,91910,2085,"$329,701,000",4661,"$70,736",,,http://www.balboathrift.com,,Unknown,#N/A
6/30/2023,12815,71918765,HOME STATE BANK/NATIONAL ASSOCIATION,40 GRANT STREET ,CRYSTAL LAKE,IL,60014,1180,"$682,076,000",24535,"$27,800","-$22,181,000",-25.82%,www.homestateonline.com,,Unknown,#N/A
6/30/2023,14225,74905319,"HOME NATIONAL BANK OF THORNTOWN, THE",117 EAST MAIN STREET ,THORNTOWN,IN,46071,3221,"$149,351,000",5906,"$25,288","-$5,271,000",-35.01%,http://www.thehomenationalbank.com,,Unknown,#N/A
6/30/2023,21998,65302484,COVINGTON COUNTY BANK,102 SOUTH DOGWOOD AVENUE ,COLLINS,MS,39428,3891,"$84,921,000",3972,"$21,380","-$2,778,000",-28.78%,www.covcobank.com,,Unknown,Supported
6/30/2023,17736,274971729,"HOMETOWN SAVINGS BANK, THE",533 OHIO STREET ,TERRE HAUTE,IN,47807,1963,"$357,958,000",20807,"$17,204","-$23,908,000",-66.02%,http://www.thsb.com,,Unknown,#N/A
6/30/2023,14492,81517936,HOMEBANK,400 SOUTH MAIN STREET ,PALMYRA,MO,63461,1607,"$477,139,000",20888,"$22,843","-$3,985,000",-7.91%,www.myhomebank.bank,www.myhomebank.csinufund.com,Unknown,#N/A
6/30/2023,17580,63206207,FNBT BANK,29 NORTH EGLIN PARKWAY NE ,FORT WALTON BEACH,FL,32548,1526,"$506,697,000",10954,"$46,257","-$3,127,000",-4.87%,http://www.FNBT.com,,Missing,Supported
6/30/2023,3430,121140218,WESTAMERICA BANK,1108 FIFTH AVENUE ,SAN RAFAEL,CA,94901,211,"$5,717,107,000",136672,"$41,831","-$404,716,000",-63.51%,www.westamerica.com,,Unknown,Supported
6/30/2023,24367,111912197,CITY NATIONAL BANK,1465 WEST 2ND AVENUE ,CORSICANA,TX,751103763,4216,"$56,298,000",1822,"$30,899","-$751,000",-10.29%,www.mycnbtx.com,,Unknown,Supported
6/30/2023,30903,255072595,COMMUNITY BANK OF THE CHESAPEAKE,3035 LEONARDTOWN ROAD ,WALDORF,MD,20601,453,"$2,138,980,000",34963,"$61,178","-$55,522,000",-21.18%,cbtc.com,,Unknown,#N/A
6/30/2023,287,83903328,COMMUNITY FINANCIAL SERVICES BANK,221 WEST FIFTH STREET ,BENTON,KY,42025,729,"$1,226,229,000",93961,"$13,050","-$61,435,000",-43.55%,http://www.yourlifeyourbank.com,http://www.cfsbky.com,Unknown,#N/A
6/30/2023,10799,81220524,FIRST STATE BANK OF CAMPBELL HILL,114 WEST FRONT STREET ,CAMPBELL HILL,IL,62916,3376,"$132,158,000",7238,"$18,259","-$3,334,000",-18.38%,http://www.fsbch.com,,Unknown,Supported
